"Run","TSSEnrichment","ReadsInTSS","ReadsInPromoter","ReadsInBlacklist","PromoterRatio","PassQC","NucleosomeRatio","nMultiFrags","nMonoFrags","nFrags","nDiFrags","DoubletScore","DoubletEnrichment","BlacklistRatio"
"SRR5354886",10.823,8543,32353,2573,0.135720278546858,1,0.867391542764034,11845,63827,119190,43518,15.2980920556206,2.6,0.0107936907458679
"SRR5354247",12.419,12167,47470,2493,0.200005055952541,1,1.6602107150863,25068,44610,118672,48994,45.4835536032843,3.9,0.0105037414048807
"SRR5355635",11.099,13620,54285,2179,0.229008116636574,1,0.741715528516216,8930,68049,118522,41543,274.914207714971,10,0.00919238622365468
"SRR5355285",14.239,16280,61642,2844,0.260455486542443,1,0.78769979152189,12637,66194,118335,39504,32.5191691780254,3.4,0.012016732158702
"SRR5354274",15.211,14349,54080,2012,0.228596549071327,1,1.1507118311242,18842,54999,118287,44446,17.4367782746844,2.7,0.00850473847506488
"SRR5354328",18.259,20784,73079,2721,0.308960309810089,1,0.750377408755883,12646,67566,118266,38054,62.3405321423916,4.5,0.01150372888235
"SRR5354613",16.766,20151,74406,2960,0.315100747880441,1,0.463471168625118,5772,80676,118067,31619,27.8375655190521,3.2,0.0125352554058289
"SRR5355080",16.547,15501,56550,5663,0.239620674751481,1,0.524751579681867,9946,77389,117999,30664,222.320929829296,8.8,0.023995966067509
"SRR5355132",28.188,25594,88717,2147,0.376631260772477,1,0.305384376662529,4587,90224,117777,22966,13.6521142302001,2.5,0.00911468283281116
"SRR3986159",15.266,19427,65263,3892,0.277071145338915,1,0.477574115196909,9095,79707,117773,28971,141.11909779047,6.8,0.0165233117947237
"SRR5356114",16.497,16720,64919,2273,0.275856647516742,1,1.30089949159171,15403,51140,117668,51125,15.2980920556206,2.6,0.00965853078152089
"SRR5355028",16.018,20425,74309,2917,0.315885903757864,1,0.619418705511421,12332,72631,117620,32657,87.9182538220781,5.3,0.0124001020234654
"SRR3986089",5.045,7292,36657,2904,0.15674896732205,1,0.377239372916691,5357,84901,116929,26671,265.945559479672,9.8,0.0124177919934319
"SRR3986157",15.856,17880,60643,3479,0.260384374275434,1,0.524141722183684,10678,76403,116449,29368,11.6790423073282,2.4,0.0149378697970786
"SRR5355622",13.212,17908,65714,2289,0.282986529782616,1,0.873162861982738,15680,61985,116108,38443,323.306215343116,11.6,0.00985720191545802
"SRR3986193",15.18,16620,59973,2893,0.259398788927336,1,0.392687187518824,7332,83005,115600,25263,274.914207714971,10,0.0125129757785467
"SRR5355841",15.067,17021,64840,2057,0.280931006395036,1,0.307834404288353,4401,88239,115402,22762,56.5392303735474,4.3,0.00891232387653594
"SRR5354522",13.2,15745,60850,3036,0.265046911343224,1,0.243713230115822,3104,92297,114791,19390,248.24689818293,9.4,0.0132240332430243
"SRR5356128",18.366,20405,77727,3109,0.339478511530398,1,1.33342165875135,19749,49061,114480,45670,59.7405393991436,4.4,0.0135787910552062
"SRR3986075",11.858,13557,50769,1800,0.221925460951365,1,0.339222573469149,4932,85410,114383,24041,59.7405393991436,4.4,0.00786830210783071
"SRR5356108",14.377,15748,60825,2177,0.266930854705356,1,1.31295803812501,18020,49259,113934,46655,3.93216844700902,1.9,0.00955377674794179
"SRR5354541",13.872,16077,59741,2255,0.262263488300628,1,0.472215400126676,7861,77363,113895,28671,316.729387210893,10.9,0.00989946880899074
"SRR5355136",18.82,19978,78358,2652,0.344994892747702,1,0.372789362345119,4426,82725,113564,26413,0,1.5,0.0116762354267197
"SRR5354106",14.704,15631,59456,3168,0.262253431666608,1,0.627602446658817,13765,69646,113356,29945,204.547830672894,8.4,0.0139736758530647
"SRR5356088",21.855,20815,73575,2693,0.328709288299156,1,1.05582497520115,14433,54438,111915,43044,111.262801962222,6,0.0120314524415851
"SRR5356141",16.007,19869,73889,1318,0.33057588718481,1,0.96328437917223,7647,56924,111758,47187,176.441935885275,7.7,0.00589666958964906
"SRR5354413",13.331,14104,52739,2010,0.236285842293907,1,0.371327459726472,5400,81381,111600,24819,141.11909779047,6.8,0.00900537634408602
"SRR5353384",11.317,11379,44996,2066,0.201661841291468,1,0.348128187157116,5653,82754,111563,23156,222.320929829296,8.8,0.00925934225504872
"SRR5355194",14.173,16691,64036,1548,0.287437943819519,1,0.514740678288776,6992,73538,111391,30861,0,1,0.0069484967367202
"SRR5354713",17.907,18005,69290,3546,0.311080183173206,1,1.15145368492224,20442,51765,111370,39163,217.60506137131,8.7,0.015919906617581
"SRR5353395",11.853,14007,56403,2564,0.254234767008934,1,0.327084355222702,4962,83587,110927,22378,248.24689818293,9.4,0.0115571501978779
"SRR5356101",14.311,12445,48563,3033,0.218961350478836,1,1.57593495934959,18220,43050,110894,49624,25.8330800081771,3.1,0.0136752213825816
"SRR5355987",14.461,12700,49424,2200,0.223789902648857,1,0.999800789597595,12195,55218,110425,43012,59.7405393991436,4.4,0.00996151233869142
"SRR5355894",14.047,14414,58225,2514,0.263922507184494,1,1.79039235030735,26584,39531,110307,44192,111.262801962222,6,0.0113954690092197
"SRR5355628",16.498,17363,61839,2085,0.280479507973657,1,0.616558884342968,7244,68193,110238,34801,19.2104906702686,2.8,0.00945681162575518
"SRR5355386",9.997,9956,42866,2596,0.195099083353815,1,0.488315066451709,10244,73813,109857,25800,0.655888142044136,1.6,0.0118153599679583
"SRR5353991",10.297,9157,35881,1828,0.163657842403897,1,1.08256392720088,21050,52638,109622,35934,1.56970865191051,1.7,0.00833774242396599
"SRR5353949",8.989,10014,41102,3086,0.188460021825451,1,0.38280982513093,5306,78859,109047,24882,141.11909779047,6.8,0.0141498619861161
"SRR5355913",10.19,10148,42205,1363,0.193673767196836,1,1.477917765851,19937,43972,108959,45050,0,1.1,0.00625464624308226
"SRR5355783",12.404,13699,51373,1727,0.235787918009161,1,0.341629823027377,5947,81199,108939,21793,0,1.1,0.00792645425421566
"SRR5354587",14.157,11196,41555,3512,0.191052200858827,1,0.416903353571149,4797,76754,108753,27202,160.662521249647,7.3,0.0161466810110985
"SRR3986123",12.55,11446,40218,2617,0.184968173957835,1,0.49711500061969,7359,72617,108716,28740,108.160735160026,5.9,0.0120359468707458
"SRR5355974",16.239,14056,55813,1803,0.257129299462826,1,0.897295596384805,13270,57203,108531,38058,21.5033082810129,2.9,0.00830638250822346
"SRR5355113",9.098,9474,39934,2531,0.184428803665115,1,0.398326100433974,4532,77424,108264,26308,0,0.9,0.0116890194339762
"SRR5355936",16.235,14913,53775,2890,0.248647523928423,1,1.85602979240399,25431,37862,108135,44842,94.5270966140051,5.5,0.0133629259721644
"SRR5354268",12.03,8177,32686,2438,0.151191081918683,1,1.30982093251848,16073,46798,108095,45224,94.5270966140051,5.5,0.0112771173504787
"SRR5355810",10.353,12888,50973,2075,0.235973001499917,1,0.361923736507616,5124,79304,108006,23578,180.003728377949,7.8,0.00960594781771383
"SRR5356144",16.267,19124,73270,3354,0.339379510315247,1,1.24636866858118,17011,48054,107947,42882,11.6790423073282,2.4,0.0155354016322825
"SRR5354527",14.445,13298,52292,2676,0.24258224935518,1,0.323322856300953,3514,81448,107782,22820,54.0179830151353,4.2,0.0124139466701304
"SRR5355121",11.648,12600,52173,2394,0.24203919167177,1,0.448609561699439,6655,74401,107778,26722,3.93216844700902,1.9,0.0111061626677058
"SRR5354601",16.857,19069,67836,2798,0.314988855869242,1,0.441113490364026,7818,74720,107680,25142,119.128623530372,6.2,0.0129921991084695
"SRR5355038",14.775,15609,56266,3327,0.261425093389336,1,0.588961403301539,8700,67726,107614,31188,302.278857501313,10.6,0.0154580259074098
"SRR5354683",13.323,8962,36371,3342,0.169298155785397,1,1.2266282492434,13797,48242,107417,45378,172.017597862291,7.6,0.0155561968775892
"SRR5354661",18.037,17562,64828,3510,0.301766994991342,1,1.39827632401536,19347,44788,107414,43279,48.4785910478643,4,0.0163386523172026
"SRR3986122",21.167,18364,62037,3368,0.289195211545992,1,0.333822468724352,4593,80414,107258,22251,252.151955538292,9.5,0.0157004605717056
"SRR3986158",17.696,18025,61819,2483,0.288755091364299,1,0.47532940073874,7963,72556,107044,26525,35.2187277893649,3.5,0.0115980344531221
"SRR5355719",13.18,12473,45561,2216,0.213358496220884,1,0.378918004416836,4848,77431,106771,24492,0.655888142044136,1.6,0.0103773496548688
"SRR5355919",11.746,11104,44044,1979,0.20639175257732,1,0.950639853747715,15526,54700,106700,36474,323.306215343116,14.6,0.00927366447985005
"SRR5355158",16.947,15071,56121,1777,0.263236646090921,1,0.504813800502555,6772,70838,106598,28988,0,1.5,0.00833505319049138
"SRR5354204",13.451,16208,60640,2026,0.284879405436386,1,0.314872010278711,4050,80944,106431,21437,323.306215343116,12.3,0.0095179036183067
"SRR5353407",13.061,14940,56253,5188,0.264926954703439,1,0.295272372354054,3876,81965,106167,20326,108.160735160026,5.9,0.0244332042913523
"SRR5355981",13.532,15437,58747,2619,0.277053602588166,1,1.16470996590236,19264,48977,106021,37780,50.9173770223357,4.1,0.0123513266239707
"SRR5353460",7.735,8211,35718,2051,0.168568596913493,1,0.38403354757799,6085,76548,105945,23312,192.622931314026,8.1,0.0096795507102742
"SRR3986152",15.031,7325,25248,2730,0.119416538963619,1,1.36322178257662,18229,44733,105714,42752,0,0.8,0.0129121970599921
"SRR5354466",15.923,18052,64827,2244,0.307155446895611,1,0.224563683624211,1889,86176,105528,17463,283.960297810232,10.2,0.0106322492608597
"SRR5355949",12.895,12034,44861,1834,0.212988899755966,1,1.28538877194505,14714,46081,105313,44518,323.306215343116,11.2,0.00870737705696353
"SRR5355954",15.402,13153,51209,2631,0.243740956515117,1,1.43951603539165,20991,43061,105048,40996,94.5270966140051,5.5,0.012522846698652
"SRR5355069",15.326,13080,49808,2983,0.237513471240689,1,0.515917765440666,8312,69168,104853,27373,40.2471962177064,3.7,0.0142246764517944
"SRR5354680",15.465,14331,55989,3146,0.267995098555414,1,1.58632300874,18373,40389,104459,45697,77.9290137391847,5,0.0150585397141462
"SRR5355234",15.591,14834,55175,1908,0.264230367695653,1,0.754680514940674,9616,59502,104407,35289,0,1.5,0.00913731837903589
"SRR5354548",19.494,20378,73450,1932,0.351937211909804,1,0.39086450030656,3785,75026,104351,25540,148.681083163553,7,0.00925721842627287
"SRR5353887",12.626,11407,46635,2531,0.223748476677574,1,0.326878023936847,3650,78540,104213,22023,152.077591682211,7.1,0.0121433986162955
"SRR5356153",10.969,12392,48974,1845,0.235798819417027,1,1.16028374695763,16260,48071,103847,39516,0,1.4,0.00888326095120706
"SRR5355492",11.826,5978,23395,1356,0.112703535986126,1,1.08091906088979,18110,49877,103790,35803,184.483505605787,7.9,0.00653242123518643
"SRR5355253",9.401,6248,23771,1773,0.114826873285157,1,0.910199863435879,9714,54187,103508,39607,3.93216844700902,1.9,0.00856455539668431
"SRR5355774",12.615,12614,48820,1625,0.23699489310472,1,0.374828143145081,6011,74917,102998,22070,17.4367782746844,2.7,0.00788850268937261
"SRR5355064",14.487,13183,50214,3468,0.243946754760979,1,0.556022557186702,9921,66143,102920,26856,77.9290137391847,5,0.0168480373105325
"SRR5355281",13.636,14413,54654,1790,0.266638695639447,1,0.652429782980233,7384,62022,102487,33081,0,0.2,0.00873281489359626
"SRR5356044",15.776,12843,49847,2656,0.243648147967114,1,1.4330566324953,20811,42043,102293,39439,23.3961731041091,3,0.0129823155054598
"SRR5354579",11.307,9867,36656,2361,0.179383784207023,1,0.642319809683019,9138,62212,102172,30822,226.113164120341,8.9,0.0115540461183103
"SRR5355794",13.567,12120,46153,1957,0.226885262019467,1,0.283941578196599,3456,79217,101710,19037,0.655888142044136,1.6,0.00962048962737194
"SRR5355889",16.319,15617,56888,2995,0.279990943901407,1,1.07227219876385,15006,49023,101589,37560,204.547830672894,8.4,0.0147407691777653
"SRR5355739",12.12,11623,43509,2095,0.214173902770394,1,0.377797672336616,4560,73722,101574,23292,323.306215343116,11.2,0.0103126784413334
"SRR5355857",11.896,11991,45386,2025,0.224267939557453,1,0.274636266297159,3993,79385,101187,17809,323.306215343116,13.3,0.0100062260962377
"SRR5355886",13.359,11158,42624,2852,0.210824125275747,1,1.07848096060531,12180,48636,101089,40273,0,0.4,0.0141063815054061
"SRR5353553",11.834,11462,44363,1865,0.219668835477386,1,0.314154454827039,3642,76838,100977,20497,108.160735160026,5.9,0.00923477623617259
"SRR3986208",14.174,8840,31024,2950,0.153757706718474,1,1.05889795918367,15620,49000,100886,36266,59.7405393991436,4.4,0.0146204627004738
"SRR5355042",5.307,6044,29416,1865,0.146590388103734,1,0.445255895020382,8068,69423,100334,22843,13.6521142302001,2.5,0.00929395817967987
"SRR5354584",13.007,11646,45757,2172,0.228062043322667,1,0.891488800060336,10376,53036,100317,36905,115.17616690741,6.1,0.0108256825862017
"SRR5355106",12.066,12924,50918,1703,0.253944979751431,1,0.342789408124724,2555,74661,100254,23038,1.56970865191051,1.7,0.00849342669619167
"SRR5355645",15.375,14154,54207,1447,0.271385086761923,1,0.84304643094412,12205,54188,99871,33478,0,1.1,0.00724434520531486
"SRR5355762",15.464,12589,46264,4032,0.232882642531386,1,0.321356356090034,3411,75172,99329,20746,323.306215343116,14.1,0.0202961874175719
"SRR5355592",13.5,13880,52029,2044,0.261976213734001,1,0.768589595169822,10166,56147,99301,32988,27.8375655190521,3.2,0.0102919406652501
"SRR5355190",10.34,10741,42918,2391,0.216194160672188,1,0.361731901057744,3616,72891,99258,22751,0,1,0.0120443692196095
"SRR5355243",12.283,13572,49759,1944,0.250664960606122,1,0.632896814951303,7676,60784,99254,30794,0.655888142044136,1.6,0.00979305619924638
"SRR5355244",16.847,15995,57652,2136,0.290479261558305,1,0.595613654269773,7847,62193,99236,29196,0,0.8,0.0107622233866742
"SRR5355856",17.556,15648,56834,2206,0.288009162131209,1,0.38961734011239,5258,71003,98667,22406,0,0.7,0.0111790162871071
"SRR5355199",18.859,16714,58509,1600,0.297365291373159,1,0.623308692495545,7386,60604,98379,30389,0.655888142044136,1.6,0.00813181674950955
"SRR5354143",15.122,16999,63062,1794,0.32164315369628,1,0.744975880667153,13093,56179,98031,28759,108.160735160026,5.9,0.0091501667839765
"SRR5354420",10.171,10601,42496,2453,0.216989032086763,1,0.601891082792128,8388,61129,97922,28405,239.520204651837,9.2,0.0125252752190519
"SRR3986035",15.364,16402,60276,3152,0.308402320845656,1,0.399040801717967,5847,69850,97723,22026,129.583082224378,6.5,0.0161272167248242
"SRR3986132",15.718,7747,26093,2530,0.133795161571515,1,1.25976223030752,15084,43151,97511,39276,0,1,0.0129728953656511
"SRR5355305",10.324,9176,39394,2322,0.202003938138409,1,0.571999742051977,9607,62028,97508,25873,30.4097182463603,3.3,0.0119067153464331
"SRR5355858",10.839,10958,41606,2056,0.213987409479921,1,0.389256469982994,4378,69977,97216,22861,0,1.2,0.0105743910467413
"SRR5355921",12.318,10413,40925,2143,0.210888385035556,1,1.31029310221672,19423,41999,97030,35608,13.6521142302001,2.5,0.0110429763990518
"SRR5355059",14.903,8414,30772,2145,0.158667629163659,1,0.619838300147,6656,59864,96970,30450,104.31955311417,5.8,0.0110601216871197
"SRR5354051",16.51,16300,58724,2728,0.30289775833789,1,0.773648772276503,13277,54654,96937,29006,323.306215343116,12.7,0.0140709945634794
"SRR5353541",13.518,13783,51136,1888,0.264006773640625,1,0.35494431697353,4654,71476,96846,20716,230.877600485972,9,0.00974743407058629
"SRR5355624",10.557,9303,38258,1816,0.197542210977436,1,0.983754660548203,15632,48814,96835,32389,323.306215343116,12.4,0.00937677492642123
"SRR5354818",8.525,5317,21825,2171,0.112840849162935,1,1.17221473495058,13063,44520,96707,39124,0,1.5,0.0112246269659901
"SRR5355095",14.033,12366,44851,2588,0.232851891846991,1,0.676525372095047,9424,57445,96308,29439,6.68799462495598,2.1,0.0134360593097147
"SRR5355560",8.042,3850,15825,1979,0.0828794385670891,1,0.508548494137724,9368,63286,95470,22816,0,0.5,0.0103645124122761
"SRR5355587",14.07,12740,50140,2040,0.262694637131421,1,0.702081364033601,6213,56069,95434,33152,0,1.4,0.0106880147536517
"SRR3986094",14.3,15909,58043,2632,0.30464608504876,1,0.354861190124019,4260,70312,95263,20691,323.306215343116,11.8,0.0138143875376589
"SRR5355753",13.137,12320,43535,1957,0.228844920573177,1,0.449255709780141,4669,65633,95119,24817,2.8314446617132,1.8,0.0102871140361021
"SRR5355859",5.669,2419,9947,1403,0.0523807517720039,1,0.180854900692726,2252,80407,94949,12290,9.80356609405896,2.3,0.00738817681070891
"SRR5355875",15.866,9174,35751,4568,0.188367387799404,1,1.69196073981618,21122,35252,94897,38523,21.5033082810129,2.9,0.0240682002592284
"SRR5355267",14.283,13849,52994,2262,0.280706400830561,1,0.60703462834962,6980,58738,94394,28676,0,0.3,0.0119816937517215
"SRR5353441",7.014,5118,23576,1669,0.125204460966543,1,0.401437906550959,5511,67181,94150,21458,77.9290137391847,5,0.00886351566648964
"SRR5355496",13.763,13289,51976,2282,0.2763034787786,1,0.795304447413629,15996,52390,94056,25670,0,0.4,0.0121310708514077
"SRR5355871",10.963,8847,34770,2498,0.185804672637497,1,1.42927614497871,18348,38516,93566,36702,243.388460455689,9.3,0.0133488660410833
"SRR5354022",4.442,2391,12748,1952,0.0681237642280767,1,0.834140317174054,14776,51013,93565,27776,164.133278252098,7.4,0.0104312510019772
"SRR5355876",13.501,11638,43559,1787,0.233811057434246,1,3.20181334295638,36115,22169,93150,34866,144.466147809143,6.9,0.00959205582393988
"SRR5356134",14.791,12892,47908,1884,0.257284942483056,1,1.00670316406587,7764,46396,93103,38943,45.4835536032843,3.9,0.0101178264932387
"SRR5355031",14.266,12002,46169,3211,0.247964466786973,1,0.450093457943925,6625,64200,93096,22271,289.018811159566,10.3,0.0172456389103721
"SRR5355237",14.394,14611,52475,2456,0.282102422398314,1,0.579227085951031,6341,58894,93007,27772,1.56970865191051,1.7,0.0132033072779468
"SRR5355887",12.955,10579,42450,2105,0.22841246610133,1,2.129491799414,20971,29693,92924,42260,323.306215343116,13.8,0.0113264603331755
"SRR5354614",14.421,11776,43294,2325,0.233212311869081,1,0.220670427795531,1220,76041,92821,15560,323.306215343116,14,0.0125241055364627
"SRR5355958",17.056,12756,47741,2865,0.25853180405281,1,1.61205725925088,22671,35348,92331,34312,81.4548780243773,5.1,0.0155148325047925
"SRR5354531",16.857,11305,42280,2166,0.2295381007188,1,0.499259307493204,3633,61429,92098,27036,17.4367782746844,2.7,0.0117592130122261
"SRR5354593",12.799,12100,47137,2060,0.256402306353351,1,0.488896447835172,7286,61737,91920,22897,168.500728440054,7.5,0.0112053959965187
"SRR5356087",12.871,9795,41656,1843,0.226620388000914,1,1.18940873791033,12969,41978,91907,36960,0,0.8,0.0100264397706377
