,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5353387,GSE96769,15.338,1371,4905,322,0.244907130017975,1,0.275993883792049,382,7848,10014,1784,0,0.6,0.0160774915118834,4,6,6,4,HSC,BM1077
GSE96769#SRR5354938,GSE96769,18.849,1504,5774,249,0.289191625763798,1,0.53043078338188,1454,6523,9983,2006,209.420191619733,11.8,0.012471201041771,3,5,5,9,GMP,BM0828
GSE96769#SRR5355453,GSE96769,24.683,1421,4898,292,0.245415372281792,1,0.361577295674717,467,7329,9979,2183,154.620645379027,9.8,0.0146307245214951,3,5,5,9,CLP,BM1077
GSE96769#SRR5353697,GSE96769,23.068,1794,6379,401,0.319749373433584,1,0.549634923100823,1378,6437,9975,2160,0,1.4,0.0201002506265664,6,8,8,5,HSC,BM0828
GSE96769#SRR5355964,GSE96769,14.22,991,3960,139,0.199115044247788,1,1.36818290069064,1982,4199,9944,3763,10.2163264670234,2.8,0.00698913917940467,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5354493,GSE96769,11.48,1287,4710,332,0.237830741264391,1,0.387612107623318,704,7136,9902,2062,154.620645379027,9.8,0.0167642900424157,5,7,7,7,CMP,BM1214
GSE96769#SRR5353760,GSE96769,21.257,2308,8254,374,0.418644755528505,1,0.582089552238806,1519,6231,9858,2108,77.0681046605969,6.6,0.0189693649827551,6,8,8,5,HSC,BM0828
GSE96769#SRR5353616,GSE96769,22.089,1874,6312,190,0.320406091370558,1,0.371866295264624,659,7180,9850,2011,0,1.6,0.00964467005076142,4,6,6,4,HSC,BM0106
GSE96769#SRR5355538,GSE96769,18.455,1398,5478,172,0.2783819493851,1,0.858168083097262,1454,5295,9839,3090,0,0.4,0.00874072568350442,8,10,10,13,CLP,BM0828
GSE96769#SRR5355401,GSE96769,15.546,1264,4771,150,0.242527450183001,1,0.280729166666667,270,7680,9836,1886,0,1,0.00762505083367222,8,10,10,13,CLP,BM1077
GSE96769#SRR5354935,GSE96769,15.632,1271,4823,224,0.245195729537367,1,0.760651629072682,1910,5586,9835,2339,221.305473918492,12.2,0.0113879003558719,2,4,4,10,GMP,BM0828
GSE96769#SRR5354444,GSE96769,21.268,1407,5236,348,0.267142857142857,1,0.289813108712819,436,7598,9800,1766,56.5998267970962,5.6,0.0177551020408163,5,7,7,7,CMP,BM1214
GSE96769#SRR5353942,GSE96769,11.039,1756,6537,364,0.335230769230769,1,0.269200728976829,300,7682,9750,1768,0,1.2,0.0186666666666667,6,8,8,5,MPP,BM1077
GSE96769#SRR5356051,GSE96769,12.434,1080,4097,234,0.210447914526402,1,3.0643006263048,3530,2395,9734,3809,149.679180286994,9.6,0.012019724676392,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5355732,GSE96769,14.474,1111,4035,242,0.207433682911783,1,0.153873531854312,135,8429,9726,1162,0,0.2,0.0124408801151553,7,9,9,12,pDC,BM1214
GSE96769#SRR5353876,GSE96769,15.576,1699,5930,504,0.305638593959386,1,0.231091370558376,253,7880,9701,1568,24.2864110314365,3.8,0.0259767034326358,4,6,6,4,MPP,BM1077
GSE96769#SRR5355773,GSE96769,10.887,1303,4865,224,0.250747345634471,1,0.847457627118644,1382,5251,9701,3068,0,0.6,0.0115452015256159,2,4,4,6,UNK,BM0106
GSE96769#SRR5353870,GSE96769,20.692,1442,5360,244,0.276802313571576,1,0.264629049111808,278,7656,9682,1748,0,0,0.0126007023342285,4,6,6,4,MPP,BM1077
GSE96769#SRR5353880,GSE96769,19.173,1462,4993,321,0.258062848873269,1,0.176742488748327,109,8221,9674,1344,0,0,0.0165908621046103,4,6,6,4,MPP,BM1077
GSE96769#SRR5355089,GSE96769,15.811,1038,3768,235,0.195253394134107,1,1.07907778496014,1070,4641,9649,3938,30.3340050680883,4.2,0.0121774277127163,2,4,4,10,GMP,BM1214
GSE96769#SRR5353578,GSE96769,17.175,1275,4996,196,0.259532467532468,1,0.458996513566773,675,6597,9625,2353,0,0.6,0.0101818181818182,4,6,6,4,HSC,BM0106
GSE96769#SRR5355400,GSE96769,13.899,1495,5569,300,0.2893889004365,1,0.382074116633151,371,6962,9622,2289,0,0.2,0.0155892745790896,8,10,10,13,CLP,BM1077
GSE96769#SRR5355287,GSE96769,13.03,1316,4646,836,0.241526304845082,1,0.623017212284846,752,5926,9618,2940,0,0,0.0434601788313579,1,2,2,2,MEP,BM0828
GSE96769#SRR5353670,GSE96769,17.508,1618,5600,225,0.291393485274222,1,0.628368073207931,1652,5901,9609,2056,6.00148848943112,2.4,0.0117077739619107,6,8,8,5,HSC,BM0828
GSE96769#SRR5353450,GSE96769,12.574,1270,4667,264,0.243224932249322,1,0.265365338960696,350,7582,9594,1662,0,0,0.0137585991244528,4,6,6,4,HSC,BM1077
GSE96769#SRR5355943,GSE96769,13.142,1042,4070,150,0.212266611035778,1,4.95096213531968,4171,1611,9587,3805,27.2595528988383,4,0.00782309377281736,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5354163,GSE96769,11.403,1192,4698,448,0.245557181685135,1,0.300081543897798,412,7358,9566,1796,81.2040385956534,6.8,0.0234162659418775,5,7,7,7,CMP,BM1077
GSE96769#SRR5353591,GSE96769,17.765,1256,4540,200,0.237323575535808,1,0.504640553720308,702,6357,9565,2506,154.620645379027,9.8,0.0104547830632514,4,6,6,4,HSC,BM0106
GSE96769#SRR5354999,GSE96769,9.646,643,2621,164,0.137903819846364,1,0.858232303480641,1801,5114,9503,2588,274.998185759352,14,0.00862885404609071,3,5,5,9,GMP,BM0828
GSE96769#SRR5355669,GSE96769,15.165,1570,5727,361,0.301389327439217,1,0.525040128410915,638,6230,9501,2633,0,0.4,0.0189980002105042,7,9,9,12,pDC,BM1137
GSE96769#SRR5354115,GSE96769,24.826,2031,6715,217,0.353607161664034,1,0.54014598540146,928,6165,9495,2402,232.25106339091,12.6,0.0114270668773038,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354109,GSE96769,17.452,1604,6136,200,0.323628691983122,1,0.654161577386146,1295,5731,9480,2454,238.881037794473,12.8,0.0105485232067511,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355846,GSE96769,16.86,894,3546,287,0.187539665749947,1,1.52713178294574,2085,3741,9454,3628,2.12914665014533,2,0.015178760313095,2,4,4,6,UNK,BM0106
GSE96769#SRR5354879,GSE96769,13.056,1589,5055,315,0.267432017775897,1,0.309002770083103,210,7220,9451,2021,27.2595528988383,4,0.0166649031848482,2,4,4,10,GMP,BM1077
GSE96769#SRR5355533,GSE96769,23.888,1327,5351,230,0.283271572260455,1,0.683600713012478,1510,5610,9445,2325,0,0,0.0121757543673902,8,10,10,13,CLP,BM0828
GSE96769#SRR5356133,GSE96769,21.066,1500,5057,166,0.268874946831136,1,2.03452726686028,2406,3099,9404,3899,0,1,0.00882603147596767,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5355802,GSE96769,11.132,995,3827,513,0.204893457543634,1,1.63515801354402,2132,3544,9339,3663,0,1,0.027465467394796,2,4,4,6,UNK,BM0106
GSE96769#SRR5354896,GSE96769,13.222,1509,5409,395,0.290182403433476,1,0.440717266965528,467,6469,9320,2384,129.399176684108,8.8,0.0211909871244635,2,4,4,10,GMP,BM1077
GSE96769#SRR5354883,GSE96769,25.266,1748,6023,178,0.323156991093465,1,0.273087431693989,305,7320,9319,1694,0,1.4,0.00955038094216118,2,4,4,10,GMP,BM1077
GSE96769#SRR5354903,GSE96769,15.387,1624,5910,192,0.317571198280494,1,0.346014754809779,454,6913,9305,1938,18.1269759254145,3.4,0.0103170338527673,2,4,4,10,GMP,BM1077
GSE96769#SRR5355544,GSE96769,13.959,1579,5492,66,0.295523030563926,1,0.617406440382942,1075,5745,9292,2472,0,1.2,0.00355144210073181,8,10,10,13,CLP,BM0828
GSE96769#SRR5355449,GSE96769,17.778,2029,7237,144,0.389966591227503,1,0.235059230666844,245,7513,9279,1521,0,1.4,0.00775945683802134,8,10,10,13,CLP,BM1077
GSE96769#SRR5354876,GSE96769,14.23,1466,4913,452,0.264994606256742,1,0.410314924691921,519,6573,9270,2178,13.0254962562359,3,0.0243797195253506,2,4,4,10,GMP,BM1077
GSE96769#SRR5353946,GSE96769,15.296,1290,4875,236,0.263001726370306,1,0.25821341297855,267,7366,9268,1635,0,0.2,0.0127319810099266,4,6,6,4,MPP,BM1077
GSE96769#SRR5355411,GSE96769,13.339,842,3509,208,0.189307293914545,1,0.230646660470057,131,7531,9268,1606,0,0,0.0112214069917997,8,10,10,13,CLP,BM1077
GSE96769#SRR5355623,GSE96769,17.735,1424,4158,204,0.224417098445596,1,1.18851878100638,1953,4233,9264,3078,0,0.2,0.0110103626943005,7,9,9,12,pDC,BM1137
GSE96769#SRR5353775,GSE96769,34.406,1946,7000,142,0.37895192724123,1,0.307474518686297,557,7064,9236,1615,134.156295512094,9,0.00768731052403638,6,8,8,5,HSC,BM0828
GSE96769#SRR5353577,GSE96769,11.155,1183,4591,236,0.2494566398609,1,0.291508771929825,413,7125,9202,1664,0,1,0.0128232992827646,4,6,6,4,HSC,BM0106
GSE96769#SRR5356047,GSE96769,13.94,1063,4177,179,0.227257889009793,1,3.16025350837483,3413,2209,9190,3568,24.2864110314365,3.8,0.00973884657236126,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354390,GSE96769,14.062,980,3840,130,0.209538360798865,1,0.834067253803042,1410,4996,9163,2757,30.3340050680883,4.2,0.00709374658954491,5,7,7,7,CMP,BM1077
GSE96769#SRR5355939,GSE96769,10.433,843,3562,213,0.194836451154141,1,4.55009107468124,3828,1647,9141,3666,21.4194777108615,3.6,0.0116508040695766,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5356053,GSE96769,11.511,1058,4031,226,0.220755750273823,1,2.87192536047498,3069,2358,9130,3703,52.1432588810927,5.4,0.0123767798466594,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354145,GSE96769,12.021,1457,5509,368,0.302559314586995,1,0.284424379232506,360,7088,9104,1656,305.228958993594,15,0.0202108963093146,5,7,7,7,CMP,BM1077
GSE96769#SRR5354741,GSE96769,16.328,1476,5161,199,0.283977110157368,1,1.07323750855578,1297,4383,9087,3407,0,0.2,0.0109497083746011,6,8,8,8,CMP,BM0828
GSE96769#SRR5355636,GSE96769,16.666,1355,5145,176,0.283752481800132,1,0.661352391423859,883,5457,9066,2726,0,0.6,0.00970659607324068,7,9,9,12,pDC,BM1137
GSE96769#SRR5355408,GSE96769,9.749,1152,3795,280,0.209714854111406,1,0.353073126962764,295,6687,9048,2066,0,0.4,0.015473032714412,8,10,10,13,CLP,BM1077
GSE96769#SRR5355219,GSE96769,15.364,1319,4586,279,0.25401573058602,1,0.767920094007051,1156,5106,9027,2765,0,0.4,0.0154536390827517,1,2,2,2,MEP,BM0828
GSE96769#SRR5354048,GSE96769,17.489,1263,4607,430,0.256428809974396,1,0.557925771765522,1257,5766,8983,1960,123.751826365024,8.6,0.0239340977401759,6,8,8,5,MPP,BM0828
GSE96769#SRR5353626,GSE96769,15.052,1277,4958,255,0.276704989396138,1,0.461977806788512,718,6128,8959,2113,0,0.6,0.0142314990512334,4,6,6,4,HSC,BM0106
GSE96769#SRR5354916,GSE96769,10.179,1244,4926,174,0.275257040679481,1,0.597001606282349,1319,5603,8948,2026,192.43359650412,11.2,0.0097228430934287,3,5,5,9,GMP,BM0828
GSE96769#SRR5354924,GSE96769,18.843,1494,5267,309,0.295566778900112,1,0.597060405090518,1555,5579,8910,1776,0,1.4,0.0173400673400673,2,4,4,10,GMP,BM0828
GSE96769#SRR5354122,GSE96769,18.625,1298,4805,256,0.26991349286597,1,0.609293075393238,1207,5531,8901,2163,86.2463177297518,7,0.0143804066958769,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353717,GSE96769,19.71,1284,4839,250,0.272619718309859,1,0.503982375868497,1266,5901,8875,1708,15.5134601238647,3.2,0.0140845070422535,6,8,8,5,HSC,BM0828
GSE96769#SRR5353813,GSE96769,14.725,1517,5742,322,0.324920778632866,1,0.423095506522789,852,6209,8836,1775,0,1,0.0182209144409235,6,8,8,5,HSC,BM0828
GSE96769#SRR5354928,GSE96769,11.028,1047,4061,187,0.229824561403509,1,0.702640200423974,1511,5189,8835,2135,77.0681046605969,6.6,0.010582908885116,3,5,5,9,GMP,BM0828
GSE96769#SRR5355569,GSE96769,7.816,596,2892,98,0.16474877520793,1,0.577178796046721,1124,5565,8777,2088,15.5134601238647,3.2,0.00558277315711519,8,10,10,13,CLP,BM0828
GSE96769#SRR5354968,GSE96769,16.103,1049,4226,233,0.241513315807521,1,0.908595113438045,1967,4584,8749,2198,64.2573145843968,6,0.0133158075208595,2,4,4,10,GMP,BM0828
GSE96769#SRR5353381,GSE96769,13.529,977,3990,211,0.228469995419148,1,0.276421575793013,336,6841,8732,1555,0,0,0.0120819972514888,4,6,6,4,HSC,BM1077
GSE96769#SRR5353921,GSE96769,15.689,1030,4362,214,0.249799564769213,1,0.279079988280105,312,6826,8731,1593,0,0.6,0.0122551826823961,4,6,6,4,MPP,BM1077
GSE96769#SRR5353999,GSE96769,33.759,1756,6007,272,0.344675235253615,1,0.857995735607676,1588,4690,8714,2436,0,1,0.0156070690842323,6,8,8,5,MPP,BM0828
GSE96769#SRR5354194,GSE96769,14.248,885,3609,340,0.207342295760083,1,0.239567013245976,200,7021,8703,1482,27.2595528988383,4,0.0195334941974032,5,7,7,7,CMP,BM1077
GSE96769#SRR5355845,GSE96769,12.917,848,3143,1654,0.18073605520414,1,1.12435866112876,1639,4093,8695,2963,8.03236603124673,2.6,0.0951121334100058,2,4,4,6,UNK,BM0106
GSE96769#SRR5356031,GSE96769,9.087,491,2064,187,0.118825561312608,1,2.80087527352298,2186,2285,8685,4214,94.8349274771782,7.4,0.0107656879677605,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354732,GSE96769,15.174,1410,5182,199,0.298950040383062,1,0.578688524590164,1193,5490,8667,1984,6.00148848943112,2.4,0.0114803276797046,6,8,8,5,CMP,BM0828
GSE96769#SRR5353863,GSE96769,13.135,1393,4539,424,0.262127512127512,1,0.235621521335807,199,7007,8658,1452,0.670189197739972,1.8,0.0244860244860245,4,6,6,4,MPP,BM1077
GSE96769#SRR5353952,GSE96769,9.117,861,3567,310,0.206423611111111,1,0.163636363636364,138,7425,8640,1077,0,0,0.0179398148148148,4,6,6,4,MPP,BM1077
GSE96769#SRR5353621,GSE96769,11.662,1066,4599,191,0.266918165989553,1,0.330707445165277,432,6474,8615,1709,6.00148848943112,2.4,0.0110853163087638,4,6,6,4,HSC,BM0106
GSE96769#SRR5353483,GSE96769,9.434,424,1597,202,0.0927302287771455,1,0.624716981132076,435,5300,8611,2876,0,0.8,0.0117291836023691,4,6,6,4,HSC,BM0106
GSE96769#SRR5354962,GSE96769,12.842,1323,5058,203,0.29383060299756,1,0.598031934645377,1304,5386,8607,1917,0,1.6,0.0117927268502382,2,4,4,10,GMP,BM0828
GSE96769#SRR5353624,GSE96769,17.926,1032,3722,402,0.216294746629475,1,0.444351183481618,577,5957,8604,2070,0,1.4,0.0233612273361227,4,6,6,4,HSC,BM0106
GSE96769#SRR5355829,GSE96769,12.639,951,3649,181,0.212695266961996,1,1.33224578575313,1938,3678,8578,2962,0,1.2,0.0105502448123106,2,4,4,6,UNK,BM0106
GSE96769#SRR5354820,GSE96769,20.193,877,2745,524,0.160207774016575,1,0.565320665083135,537,5473,8567,2557,21.4194777108615,3.6,0.0305824676082643,2,4,4,10,GMP,BM1077
GSE96769#SRR5355507,GSE96769,18.439,1285,5162,210,0.301518691588785,1,0.396411092985318,667,6130,8560,1763,0,0.2,0.0122663551401869,8,10,10,13,CLP,BM0828
GSE96769#SRR5355474,GSE96769,6.879,594,2914,622,0.170768870135959,1,0.417040358744395,344,6021,8532,2167,0,0.8,0.0364510079699953,8,10,10,13,CLP,BM1077
GSE96769#SRR5355834,GSE96769,15.925,949,3801,149,0.223483066792098,1,1.26954897251134,1859,3747,8504,2898,6.00148848943112,2.4,0.00876058325493885,2,4,4,6,UNK,BM0106
GSE96769#SRR5353554,GSE96769,17.574,1136,4282,192,0.252060277843183,1,0.238372940661904,253,6859,8494,1382,0,0.4,0.0113020955968919,4,6,6,4,HSC,BM0106
GSE96769#SRR5354168,GSE96769,15.477,1188,4423,192,0.261036355051936,1,0.349689342042377,368,6277,8472,1827,64.2573145843968,6,0.0113314447592068,5,7,7,7,CMP,BM1077
GSE96769#SRR5355570,GSE96769,9.199,799,3833,192,0.226751064836725,1,0.930121032199132,1294,4379,8452,2779,0.670189197739972,1.8,0.0113582584003786,8,10,10,13,CLP,BM0828
GSE96769#SRR5353490,GSE96769,13.25,1171,4162,184,0.247797094546321,1,0.452438602559668,428,5782,8398,2188,0,0.6,0.0109549892831627,4,6,6,4,HSC,BM0106
GSE96769#SRR5353494,GSE96769,7.945,650,2868,166,0.170795616960457,1,0.733994217265593,752,4842,8396,2802,56.5998267970962,5.6,0.0098856598380181,4,6,6,4,HSC,BM0106
GSE96769#SRR5355473,GSE96769,14.712,1003,3625,106,0.216262975778547,1,0.262959614225437,161,6636,8381,1584,24.2864110314365,3.8,0.0063238277055244,8,10,10,13,CLP,BM1077
GSE96769#SRR5353903,GSE96769,11.992,1405,4878,404,0.291606886657102,1,0.271897810218978,226,6576,8364,1562,0,1.4,0.0241511238641798,4,6,6,4,MPP,BM1077
GSE96769#SRR5354985,GSE96769,13.721,1074,3858,240,0.230631276901004,1,0.761954918896145,1740,4747,8364,1877,13.0254962562359,3,0.0143472022955524,2,4,4,10,GMP,BM0828
GSE96769#SRR5353614,GSE96769,15.131,1406,5079,182,0.30373161105131,1,0.464016809665558,662,5711,8361,1988,6.00148848943112,2.4,0.0108838655663198,4,6,6,4,HSC,BM0106
GSE96769#SRR5354127,GSE96769,13.739,1235,5008,152,0.299485707451262,1,0.449297971918877,679,5769,8361,1913,90.5123015566949,7.2,0.00908982179165172,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354976,GSE96769,15.077,1203,4539,207,0.272187574958023,1,0.709657576378921,1487,4877,8338,1974,15.5134601238647,3.2,0.0124130486927321,2,4,4,10,GMP,BM0828
GSE96769#SRR5353688,GSE96769,13.351,1308,4756,221,0.285954785954786,1,0.436269430051813,950,5790,8316,1576,0,1.4,0.0132876382876383,6,8,8,5,HSC,BM0828
GSE96769#SRR5355849,GSE96769,11.432,814,3114,645,0.187297004691447,1,0.98353614889048,1321,4191,8313,2801,6.00148848943112,2.4,0.0387946589678816,2,4,4,6,UNK,BM0106
GSE96769#SRR5354489,GSE96769,15.898,1132,4172,324,0.251932367149758,1,0.270913277052955,304,6515,8280,1461,15.5134601238647,3.2,0.0195652173913043,5,7,7,7,CMP,BM1214
GSE96769#SRR5355907,GSE96769,12.295,832,3383,147,0.205204415868009,1,4.8836545324768,3794,1401,8243,3048,10.2163264670234,2.8,0.00891665655707873,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5355242,GSE96769,18.149,1274,3983,173,0.242186549920953,1,0.94581164221486,1232,4226,8223,2765,0,0.6,0.0105192752036969,1,2,2,2,MEP,BM0828
GSE96769#SRR5356045,GSE96769,12.436,942,3464,670,0.210756875152105,1,2.4370556252614,2722,2391,8218,3105,159.603794830319,10,0.0407641761985885,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354694,GSE96769,16.174,1021,3937,232,0.240060975609756,1,2.54671280276817,2515,2312,8200,3373,37.4329236451007,4.6,0.0141463414634146,5,7,7,7,CMP,BM1214
GSE96769#SRR5354352,GSE96769,12.193,1096,4265,212,0.260410306508731,1,0.706752813672364,1133,4798,8189,2258,250.032722605085,13.2,0.0129441934302113,5,7,7,7,CMP,BM1077
GSE96769#SRR5353797,GSE96769,32.054,1554,5948,106,0.363214460185638,1,0.348706967550651,578,6071,8188,1539,15.5134601238647,3.2,0.00647288715192965,6,8,8,5,HSC,BM0828
GSE96769#SRR5354939,GSE96769,11.776,892,3587,154,0.220142383699521,1,0.650861195542047,1368,4935,8147,1844,318.245804609648,15.4,0.0094513317785688,3,5,5,9,GMP,BM0828
GSE96769#SRR5355184,GSE96769,33.911,959,3378,55,0.207646914187362,1,0.309190407210687,324,6213,8134,1597,0,1.4,0.00338087042045734,5,1,1,1,MEP,BM1077
GSE96769#SRR5355568,GSE96769,16.65,1051,3871,123,0.239305143422354,1,0.913413768630234,1296,4227,8088,2565,0,1.6,0.00760385756676558,8,10,10,13,CLP,BM0828
GSE96769#SRR5353477,GSE96769,18.28,1477,5399,246,0.333889919604205,1,0.0663413347401741,7,7582,8085,496,214.802147132132,12,0.0152133580705009,4,6,6,4,HSC,BM0106
GSE96769#SRR5353645,GSE96769,23.729,1426,4974,157,0.30760667903525,1,0.317633637548892,414,6136,8085,1535,27.2595528988383,4,0.00970933828076685,4,6,6,4,HSC,BM0106
GSE96769#SRR5353448,GSE96769,10.815,852,3212,206,0.199132052076875,1,0.225125322801154,229,6583,8065,1253,0,0,0.0127712337259764,4,6,6,4,HSC,BM1077
GSE96769#SRR5353599,GSE96769,14.614,1321,4954,147,0.308429834391732,1,0.428495197438634,649,5622,8031,1760,68.9833776317205,6.2,0.00915203586103848,4,6,6,4,HSC,BM0106
GSE96769#SRR5353824,GSE96769,19.786,1229,4563,219,0.284973769672745,1,0.405547752808989,568,5696,8006,1742,6.00148848943112,2.4,0.0136772420684487,6,8,8,5,HSC,BM0828
GSE96769#SRR5355504,GSE96769,23.23,1396,5669,334,0.355111500876973,1,0.543011791996907,803,5173,7982,2006,0,0.4,0.020922074668003,8,10,10,13,CLP,BM0828
GSE96769#SRR5355414,GSE96769,15.716,1381,5016,330,0.314364502381549,1,0.266952517071621,274,6297,7978,1407,90.5123015566949,7.2,0.0206818751566809,3,5,5,9,CLP,BM1077
GSE96769#SRR5353546,GSE96769,26.012,1353,4728,259,0.296761235249812,1,0.253895797261136,240,6353,7966,1373,0,1.2,0.0162565905096661,4,6,6,4,HSC,BM0106
GSE96769#SRR5354320,GSE96769,13.404,1056,3929,170,0.248387912504741,1,2.23873873873874,2559,2442,7909,2908,6.00148848943112,2.4,0.0107472499683904,5,3,3,3,CMP,BM1137
GSE96769#SRR5353892,GSE96769,14.743,1087,4515,162,0.285831856166118,1,0.175822539824326,94,6717,7898,1087,64.2573145843968,6,0.0102557609521398,4,6,6,4,MPP,BM1077
GSE96769#SRR5353938,GSE96769,16.708,945,4063,260,0.259815833226755,1,0.273660205245154,298,6139,7819,1382,0,0.6,0.0166261670290318,4,6,6,4,MPP,BM1077
GSE96769#SRR5354606,GSE96769,23.985,969,4069,276,0.260866777792025,1,0.353053435114504,402,5764,7799,1633,44.959431197314,5,0.0176945762277215,5,7,7,7,CMP,BM1137
GSE96769#SRR5353378,GSE96769,13.193,1026,4288,242,0.275542989332991,1,0.322175021240442,388,5885,7781,1508,0,0.6,0.01555070042411,4,6,6,4,HSC,BM1077
GSE96769#SRR5353791,GSE96769,15.298,1267,4221,128,0.271342247364361,1,0.457373056023984,698,5337,7778,1743,24.2864110314365,3.8,0.00822833633324762,6,8,8,5,HSC,BM0828
GSE96769#SRR5354859,GSE96769,13.141,1168,4500,134,0.291677469535909,1,0.355711775043937,327,5690,7714,1697,15.5134601238647,3.2,0.00868550687062484,2,4,4,10,GMP,BM1077
GSE96769#SRR5354458,GSE96769,24.133,1499,5126,223,0.332684319833853,1,0.3696,551,5625,7704,1528,182.00562819495,10.8,0.0144730010384216,5,7,7,7,CMP,BM1214
GSE96769#SRR5354212,GSE96769,9.288,1257,4741,367,0.308057179987005,1,0.215447796556626,217,6331,7695,1147,60.393509310075,5.8,0.0238466536712151,5,7,7,7,CMP,BM1077
GSE96769#SRR5354744,GSE96769,18.249,1539,5895,202,0.384139189365307,1,0.714253798033959,973,4476,7673,2224,8.03236603124673,2.6,0.0131630392284634,6,8,8,8,CMP,BM0828
GSE96769#SRR5354978,GSE96769,13.483,1069,4240,196,0.276762402088773,1,0.693566217112536,1473,4523,7660,1664,299.356534387968,14.8,0.0127937336814621,3,5,5,9,GMP,BM0828
GSE96769#SRR5353799,GSE96769,26.07,1751,6474,242,0.42385753568155,1,0.403086533161859,602,5443,7637,1592,0,1.2,0.0158439177687574,6,8,8,8,HSC,BM0828
GSE96769#SRR5354061,GSE96769,21.47,1236,4521,194,0.298258345428157,1,0.57469353833368,1033,4813,7579,1733,280.752163989317,14.2,0.0127985222324845,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354952,GSE96769,12.06,743,3048,209,0.201188118811881,1,0.606915570640645,1301,4714,7575,1560,238.881037794473,12.8,0.0137953795379538,3,5,5,9,GMP,BM0828
GSE96769#SRR5353796,GSE96769,17.302,1232,4668,200,0.308730158730159,1,0.436443093292799,723,5263,7560,1574,6.00148848943112,2.4,0.0132275132275132,6,8,8,5,HSC,BM0828
GSE96769#SRR5353878,GSE96769,17.588,1128,4936,185,0.326541413072241,1,0.27389179167369,236,5933,7558,1389,34.150807410555,4.4,0.0122386874834612,4,6,6,4,MPP,BM1077
GSE96769#SRR5353532,GSE96769,12.437,716,2797,92,0.185133703997882,1,0.276229092752154,279,5919,7554,1356,0,0,0.00608948901244374,4,6,6,4,HSC,BM0106
GSE96769#SRR5354497,GSE96769,15.75,1034,4104,165,0.271680127101814,1,0.429950776221128,552,5282,7553,1719,81.2040385956534,6.8,0.0109228121276314,5,7,7,7,CMP,BM1214
GSE96769#SRR5353745,GSE96769,23.47,1363,5123,166,0.340806279936136,1,0.570741901776385,1168,4785,7516,1563,0,1.2,0.0110431080361895,6,8,8,5,HSC,BM0828
GSE96769#SRR5354857,GSE96769,18.35,973,3975,174,0.265,1,0.263902932254803,198,5934,7500,1368,274.998185759352,14,0.0116,3,5,5,9,GMP,BM1077
GSE96769#SRR5354499,GSE96769,16.417,970,3558,162,0.238856068743287,1,0.567669964218059,826,4751,7448,1871,104.537117224778,7.8,0.010875402792696,5,7,7,7,CMP,BM1214
GSE96769#SRR5355437,GSE96769,16.98,1372,5013,246,0.339174560216509,1,0.269105272196462,279,5823,7390,1288,0,1.2,0.0166441136671177,8,10,10,13,CLP,BM1077
GSE96769#SRR5354150,GSE96769,9.516,865,3872,253,0.262508474576271,1,0.234929671801741,239,5972,7375,1164,90.5123015566949,7.2,0.0171525423728814,5,7,7,7,CMP,BM1077
GSE96769#SRR5355682,GSE96769,18.888,868,2927,136,0.199658935879945,1,0.412603584505685,435,5189,7330,1706,0,0,0.00927694406548431,7,9,9,12,pDC,BM1214
GSE96769#SRR5354956,GSE96769,12.199,998,3864,91,0.264621284755513,1,0.814814814814815,1683,4023,7301,1595,24.2864110314365,3.8,0.0062320230105465,2,5,5,9,GMP,BM0828
GSE96769#SRR5353433,GSE96769,16.565,962,3741,165,0.257254848026406,1,0.301880035810206,338,5585,7271,1348,0,1,0.0113464447806354,4,6,6,4,HSC,BM1077
GSE96769#SRR5353762,GSE96769,23.451,1279,4605,147,0.316799669785361,1,0.651442853896842,1042,4401,7268,1825,0,1,0.0101128233351679,6,8,8,5,HSC,BM0828
GSE96769#SRR5354997,GSE96769,15.21,1060,4086,153,0.281715388858246,1,0.620920876173447,1138,4474,7252,1640,138.958742328041,9.2,0.0105488141202427,2,4,4,10,GMP,BM0828
GSE96769#SRR5355864,GSE96769,17.56,603,2279,154,0.157259177477229,1,1.90304487179487,1950,2496,7246,2800,6.00148848943112,2.4,0.0106265525807342,2,4,4,6,UNK,BM0106
